Grado,Apellido Paterno,Apellido Materno,Nombre,Nivel,Institución de Adscripción,Área del Conocimiento
DR.,FIGUEROA,IBARRA,CARLOS ALBERTO,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,LORA,CAM,JORGE VICTOR ROMULO,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,SANCHEZ,DAZA,GERMAN,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,CANSINO,ORTIZ,CESAR RICARDO,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,HERNANDEZ,ORNELAS,PEDRO FELIX,3,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,TISCHLER,VISQUERRA,SERGIO VLADIMIR,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,HOLLOWAY,sin apellido Materno,JOHN PATRICK,3,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,NETZAHUALCOYOTZI,LUNA,RAUL,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,MARTINEZ,DE ITA,MARIA EUGENIA,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,RIVERA,DE LA ROSA,JOSE DE JESUS,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,PEREZ,MENDOZA,JOSE SALVADOR ESTEBAN,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,GUILLERMO,PEON,SYLVIA BEATRIZ,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,MATAMOROS,PONCE,FERNANDO TEODORO,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,DOMINGUEZ,RIOS,MARIA DEL CARMEN DELFINA,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,MACIP,RIOS,RICARDO FRANCISCO,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,VAZQUEZ,VALLEJO,JOSE JESUS SALVADOR,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,MUNGUIA,SALAZAR,ALEX,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,MEYER,RODRIGUEZ,JOSE ANTONIO,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,RODRIGUEZ,SUAREZ,PEDRO MANUEL,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,TEXIS,FLORES,MICHELLE,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,BUSSIERE,sin apellido Materno,YVES DANIEL,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,DAMIAN,HUATO,MIGUEL ANGEL,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,VERA,MUÑOZ,JOSE GERARDO SERAFIN,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,AGUILAR,BALDERAS,LIDIA,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,PRADO,LALLANDE,JUAN PABLO,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,FLORES,SALGADO,LUCERITO LUDMILA,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,OCHOA,BILBAO,LUIS,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,SANCHEZ,ESPINOZA,FRANCISCO,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,MENDIETA,RAMIREZ,CONCEPCION ANGELICA,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,MIRANDA,MUÑOZ,MARTHA,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,FIGUERAS,ZANABRIA,VICTOR MANUEL,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,RAPPO,MIGUEZ,SUSANA EDITH,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,COUTIÑO,OSORIO,PATRICIA FABIOLA,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,SCHIAFFINI,APONTE,ROSSANA,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,RODRIGUEZ,ESCOBEDO,FRANCISCO JOSE,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,CASTILLO,DURAN,JORGE LUIS,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,FUENTES,DIAZ,ANTONIO,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,CAMPOS,CABRAL,VALENTINA,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,BERNAL,MENDOZA,HECTOR,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,RIVERA,HERNANDEZ,CLAUDIA,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,SALGADO,GARCIA,LORENZO,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,VAZQUEZ,TORIZ,ROSALIA,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,FURLONG,Y ZACAULA,AURORA,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,ACEVES,LOPEZ,LIZA ELENA,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,ORTEGA,RAMIREZ,ADRIANA SLETZA,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,VELAZQUEZ,CABALLERO,DIEGO MARTIN,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,OCMAN,AZUETA,CLAUDIA ANAIT,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,GUTIERREZ,AGUILAR,MARIA RAQUEL,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,SANCHEZ,GAVI,JOSE LUIS,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,ABSALON,CAPETE,CARLOS,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,FONSECA,LOPEZ,MIRIAM,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,AMADOR,VAZQUEZ,SAMUEL,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,ECHEVERRIA,VICTORIA,MARTIN RODRIGO,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,MANZANO,MUNGUIA,MARIA CRISTINA,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,ESPINOSA,SANTIAGO,ORLANDO,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,LO BRUTTO,sin apellido Materno,GIUSEPPE,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,ZENTENO,TREJO,BLANCA YAQUELIN,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,OSORNO,SANCHEZ,ARMANDO,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,BUENO,CEVADA,LUIS ENRIQUE,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,AHUACTZIN,MARTINEZ,CARLOS ENRIQUE,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,GUEVARA,ROMERO,MARIA LOURDES,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,ANGOA,PEREZ,MARIA ISABEL,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,ESPINOSA,MARQUEZ,ARACELI,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,SANCHEZ,ZAMORA,ROMAN,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,GUTIERREZ,AYALA,MARCOS,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,ESTRADA,RODRIGUEZ,JOSE LUIS,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,GARCIA,PEREZ,ISRAEL GERARDO,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,ESTRADA,QUIROZ,LILIANA,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,RAMIREZ,ROSETE,NORMA LETICIA,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,NAVARRO,TRUJILLO,MINA LORENA,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,CHAVEZ,MAZA,LUIS AUGUSTO,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,CASTELLANOS,ARENAS,MARIANO,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,AGUILAR,PEREZ,MIRZA,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,MORENO,HERNANDEZ,HUGO CESAR,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,MARTINEZ,CARREÑO,BEATRIZ,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,LOPEZ,MARTINEZ,MARCO ANTONIO,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,PEREZ,GALMICHE,GABRIEL,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,HARO,ZEA,KARLA LILIANA,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,VAZQUEZ,VALDES,VERONICA,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,GONZALEZ,VELAZQUEZ,ROGELIO,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,ROMERO,AMADO,JORGE,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,LOPEZ,TOACHE,VANIA DEL CARMEN,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,LINSALATA,sin apellido Materno,LUCIA,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,GARCIA,GOMEZ,JAZMIN,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,LAGUNES,LOPEZ,OSCAR NICASIO,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,MORENO,VELADOR,OCTAVIO HUMBERTO,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,BALLEN,GUACHETA,ELIZABETH,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,CRUZ,CARVAJAL,CRISTINA,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,PALACIOS,DUARTE,PABLO DANIEL,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,GUTIERREZ,DOMINGUEZ,LUIS FERNANDO,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,DE GORTARI,LUDLOW,NATALIA,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,GUTIERREZ,OCHOA,FRANCISCO MANUEL,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,GONZALEZ,PEREYRA,ROCIO,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,HERNANDEZ,RIVERA,ARIADNA,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,SOSA,GONZALEZ,JOSE LUIS SERGIO,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,REYES,ALVAREZ,JUAN,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,SANTACRUZ,MORALES,DAVID,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,VELASCO,HERNANDEZ,MARIA DE LOS ANGELES,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,AGUILAR,CRUZ,FABIOLA,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,HERRERA,GARCIA,ADOLFO FEDERICO,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,SANCHEZ,MORALES,PRIMO,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,MORALES,GAMEZ,LUIS MIGUEL,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DRA.,CABRERA,GARCIA,ADA CELSA,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,ESTRADA,ANALCO,JOSE MARTIN,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,GERONIMO,CASTILLO,FABIAN ALEJANDRO,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,GARCIA,CAUDILLO,PEDRO MACARIO,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,GOMEZ TAGLE,LOPEZ,ERICK,C,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: CIENCIAS SOCIALES
DR.,LUNA,ACOSTA,GERMAN AURELIO,3,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,SALAZAR,IBARGUEN,HUMBERTO ANTONIO,3,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,PALMA,ALMENDRA,ALEJANDRO,3,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,CARRILLO,ESTRADA,JOSE LUIS EUSTOLIO,3,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,LOPEZ,CRUZ,JOSE ELIAS,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,TORRES,DEL CASTILLO,GERARDO FRANCISCO,3,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,GRACIA,Y JIMENEZ,JUSTO MIGUEL,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,RODRIGUEZ,ZURITA,GUSTAVO,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,MENDOZA,ALVAREZ,MARIA EUGENIA,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,DIAZ,BECERRIL,TOMAS FRANCISCO,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,FLORES,RIVEROS,ANTONIO,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,ROSADO,SANCHEZ,ALFONSO,3,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,ARRIAGA,RODRIGUEZ,J. JESUS,3,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,MEZA,MONTES,LILIA,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,HERNANDEZ,COCOLETZI,GREGORIO,3,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,HERRERA,PACHECO,JOSE NOE FELIPE,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,BERMUDEZ,JUAREZ,MARIA BLANCA DEL CARMEN,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,LOZADA,MORALES,ROSENDO LEOVIGILDO,3,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,PEREZ,RODRIGUEZ,FELIPE,3,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,SILVA,GONZALEZ,NICOLAS RUTILO,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,FERNANDEZ,TELLEZ,ARTURO,3,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,DIAZ,CRUZ,JUSTINIANO LORENZO,3,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,RIVAS,SILVA,JUAN FRANCISCO,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,TOSCANO,CHAVEZ,J. JESUS,3,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,RAMIREZ,ROMERO,CUPATITZIO,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,PALOMINO,OVANDO,MARTHA ALICIA,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,RUIZ,ESTRADA,HONORINA,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,SILVA,ORTIGOZA,GILBERTO,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,MARTI,PANAMEÑO,ERWIN JOSE ARMANDO,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,FLORES,DESIRENA,BENITO,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,FRAGUELA,COLLAR,ANDRES,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,MARTINEZ,BRAVO,OSCAR MARIO,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,BUSTAMANTE,GONZALEZ,JORGE,3,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,PRUTSKIJ,ALEKSEEVA,TATIANA,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,OSTROVSKY,sin apellido Materno,ANDREY SERGEYEVICH,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,RANGEL,HUERTA,JOSE ALEJANDRO,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,DE ITA,LUNA,GUILLERMO,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,GONZALEZ,JIMENEZ,EDUARDO,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,PANDO,LAMBRUSCHINI,CARLOS LEOPOLDO,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,ESCOBEDO,CONDE,RAUL,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,CARTAS,FUENTEVILLA,ROBERTO,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,JIMENEZ,POZO,MIGUEL ANTONIO,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,ROJAS,RODRIGUEZ,JOSE FERNANDO,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,PAL,sin apellido Materno,UMAPADA,3,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,OKUNEV,sin apellido Materno,OLEG,3,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,AREVALO,AGUILAR,LUIS MANUEL,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,POLTEV,sin apellido Materno,VALERI,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,BYKOV,sin apellido Materno,ALEXANDER,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,SERKIN,sin apellido Materno,VLADIMIR,3,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,MELENDEZ,BUSTAMANTE,FRANCISCO JAVIER,3,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,PALOMINO,MERINO,MARTIN RODOLFO,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,DOMINGUEZ,SOTO,PATRICIA,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
